kwacz V
kwap V
kwa¶ V
kwef V
kwicz V
kwieæ V
kwil V
kwit³ v
kwocz V
kwokcz V
kwêcz V
k±p V
k³acz V
k³ad³ v
k³ad¼ V
k³am V
k³ap V
k³a¶æ v
k³o¶ V
k³oñ V
k³uæ v
k³u³ v
k³uj V
k³êb V
k³óæ V
kój V
kórz V
laz³ v
la³ v
laæ v
lecz s
leg³ v
lej V
lep V
le¼ V
le¼æ v
le¿ V
leæ V
leñ V
lgnie v
lgniesz v
lgnij V
lgn± v
lgn±³ v
lgn±æ v
lgnê v
li u
licz V
li¿ V
lod¼ V
lub s
lustrz V
luñ V
l±c v
l±g³ v
l¶nij V
l¶nisz v
l¶ni± v
l¶ni³ v
l¶niæ v
l¶niê v
l¿y v
l¿yj V
l¿ysz v
l¿y³ v
l¿yæ v
l¿± v
l¿ê v
lêg³ v
ma o
mam o
marszcz V
martw V
marz V
marz³ v
mar³ v
masz o
ma¶æ V
ma¿ V
mañ V
mdla³ v
mdlej V
mdleæ v
mdlij V
mdlisz v
mdli³ v
mdliæ v
mdl± v
mdlê v
mecz V
mend¼ V
me³³ v
mglij V
mglisz v
mgli³ v
mgliæ v
mgl± v
mglê v
mi uh
mia³ ow
mia³a o
mia³em ow
mia³y ow
mia³o ow
mia¿d¿ V
miej O
miel V
mieli ow
mierz V
mierzch³ v
mierzw V
mierz³ v
mier¼ V
mie¶ V
mie¶æ V
mieæ V
mieñ V
mil V
milcz V
milk³ v
mimo u
mizdrz V
mi±³ v
mi±æ v
miêdl V
miêdzy u
miêkcz V
miêk³ v
miñ V
miót³ v
mknie v
mkniesz v
mknij V
mkn± v
mkn±³ v
mkn±æ v
mknê v
mlaszcz V
mleæ v
mnie Rh
mnij V
mn± R
mnó¿ V
mocz V
mod¼ V
morz V
mo¶æ V
mo¿na u
mo¿na¿ u
mrocz V
mro¼ V
mrucz V
mru¿ V
mrze v
mrzesz v
mrzeæ v
mr± v
mrê v
mrów V
mró¼ V
mszcz± v
mszczê v
mszy v
mszyj V
mszysz v
mszy³ v
mszyæ v
msz± v
mszê v
mu r
mucz V
mul V
mu¶ V
my r
mydl V
myj V
myl V
my³ v
my¶l V
myæ v
m±cz V
m±drz V
m±æ V
m³óæ V
m¶cij V
m¶cisz v
m¶ci³ v
m¶ciæ v
m¿y v
m¿ysz v
m¿y³ v
m¿yæ v
m¿± v
m¿ê v
mêcz V
móc v
módl V
mók³ v
mórz V
mów V
mó¿ V
na p
nad p
nade u
najd¼ V
naj¶æ v
nam rh
nami u
naoko³o u
naokó³ u
naprzeciw u
naprzeciwko u
naraz u
nas Rh
natomiast u
naucz V
nawet u
nañ u
ni u
niañcz V
nic r
nich R
nie u
niech p
niechaj u
niechaj¿e 3
niech¿e u
niegdy¶ u
niej R
niemal¿e 3
niemcz V
nie¶ V
nie¶æ v
nieæ V
nik³ v
nim r
nimi u
niszcz V
ni± r
ni¼li u
ni¿ u
ni¿eli u
niós³ v
no u
no¶ V
nud¼ V
nuæ V
nêæ V
o p
obok u
oby¿ u
od p
ode u
odeñ u
odk±d u
odno¶nie u
odt±d u
oho 1
ojej 1
on r
ona u
one u
ongi u
ongi¶ u
oni u
ono u
oprócz u
oraz u
orz V
ostrz V
oto u
oto¶my u3
oto¶cie u3
otó¿ u
owak u
owêdy u
pacz V
pad³ v
pal V
parz V
par³ v
pastw V
pas³ v
patrz V
pa¶ V
pa¶æ v
pcha v
pchaj V
pcham v
pchasz v
pcha³ v
pchaæ v
pchnie v
pchniesz v
pchnij V
pchn± v
pchn±³ v
pchn±æ v
pchnê v
per u
perl V
perz V
pesz V
pe³z³ v
pe³³ v
pe³ñ V
pia³ v
piaæ v
pichæ V
piec v
piecz V
piej V
piekl V
piek³ v
piel V
pieprz V
pierd¼ V
pierz V
pierzch³ v
pie¶æ V
pieñ V
pij V
pil V
pindrz V
pirzg³ v
pisz V
piszcz V
pi±³ v
pi±æ v
pi³ v
pi¼d¼ V
piæ v
piêtrz V
plam V
plew V
ple¶æ v
pleæ V
pleñ V
pluj V
pluszcz V
plu³ v
pluæ v
pluñ V
plwa v
plwaj V
plwam v
plwasz v
plwa³ v
plwaæ v
plót³ v
pnij V
po p
pod p
podczas u
pode u
podeñ u
podle u
pod³ug u
pok±d u
polszcz V
pomimo u
pomiêdzy u
ponad u
poniek±d u
poniewa¿ u
poni¿ej u
pono u
popod u
poprzez u
pot±d u
powy¿ej u
po¶rodku u
po¶ród u
po¶æ V
poæ V
praw V
pra³ v
pra¿ V
praæ v
pro¶ V
pruj V
pru³ v
pru¿ V
pruæ v
prys³ v
prza³ v
prze v
przecie¿ u
przeciw u
przeciwko u
przecz V
przed p
przede u
przedeñ u
przedtem u
przej V
przejd¼ V
przej¶æ v
przenigdy u
przesz v
przeto u
przeucz V
przez p
przeze u
przezeñ u
przeæ v
przy p
przyjd¼ V
przyj¶æ v
przykrz V
prz±d³ v
prz±d¼ V
prz±¶æ v
przêd³ v
przêd¼ V
pr± v
prê v
prê¿ V
prócz u
prósz V
psiako¶æ 1
psiakrew 1
psiamaæ 1
psia³ v
psiej V
psieæ v
psiocz V
psoæ V
pstrzy v
pstrzyj V
pstrzysz v
pstrzy³ v
pstrzyæ v
pstrz± v
pstrzê v
psuj V
psu³ v
psuæ v
puch³ v
pusz V
pu¶æ V
pyl V
pyszcz V
p³acz V
p³aszcz V
p³aw V
p³aæ V
p³osz V
p³o¼ V
p³oñ V
p³ucz V
p³u¿ V
p³yñ V
p³ód¼ V
p³ó¼ V
p³ó¿ V
pêd¼ V
pêk³ v
pój V
pójd¼ V
pój¶æ v
póki u
póty u
racz V
radl V
rad¼ V
raj V
ra¼ V
rañ V
rdzaw V
redl V
rod¼ V
ro¶ V
ro¶æ V
roñ V
rusz V
ruszcz V
ruñ V
rwa³ v
rwaæ v
rwie v
rwiesz v
rwij V
rw± v
rwê v
rycz V
ryj V
ryp V
ry³ v
ryæ v
rzec v
rzed³ v
rzek³ v
rze¼b V
rze¿ V
rznie v
rzniesz v
rznij V
rzn± v
rzn±³ v
rzn±æ v
rznê v
rzuæ V
rz±d¼ V
rzê¼ V
rzê¿ V
r±b V
r¿a³ v
r¿eæ v
r¿nie v
r¿niesz v
r¿nij V
r¿n± v
r¿n±³ v
r¿n±æ v
r¿nê v
r¿y v
r¿ysz v
r¿± v
r¿ê v
rêcz V
rób V
ród¼ V
rój V
rós³ v
równie¿ u
ró¶æ v
sad¼ V
sap V
scal V
sced¼ V
schiñszcz V
schla v
schlaj V
schlam v
schlap V
schlasz v
schlaszcz V
schla³ v
schlaæ v
schleb V
schlej V
schluszcz V
schmurz V
schnie v
schniesz v
schnij V
schn± v
schn±³ v
schn±æ v
schnê v
schod¼ V
schroñ V
schrup V
schryp³ v
schrzañ V
schud³ v
schwyæ V
schyl V
schytrz V
sch³a v
sch³am v
sch³a¶ v
sch³em v
sch³e¶ v
sch³o v
sch³od¼ V
sch³oszcz V
sch³y v
sch³ód¼ V
scukrz V
sczep V
sczesz V
sczeszcz V
sczez³ v
sczy¶æ V
sech³ v
sfajcz V
sfruñ V
siad³ v
siak u
sia³ v
siaæ v
siebie u
siec v
siecz V
sied¼ V
siej V
siek³ v
siep V
sierd¼ V
sil V
siorb V
siorp V
siw V
si±d¼ V
si±k³ v
si±p V
si±¶æ v
skacz V
skaml V
skarb V
skarm V
skarz V
skar¿ V
skaræ V
ska¼ V
ska¿ V
skip V
skis³ v
ski¶ V
skiñ V
sklej V
sklep 1
skleæ V
sklnie v
sklniesz v
sklnij V
skln± v
sklnê v
skl±s³ v
skl±³ v
skl±æ v
sklês³ v
sknerz V
sknoæ V
skocz V
skop V
skopæ V
skoro u
skoræ V
sko¶ V
skoñcz V
skrad³ v
skraj V
skra¶æ v
skrew V
skre¶l V
skrob V
skrop V
skropl V
skrudl V
skrup V
skrusz V
skrwaw V
skryj V
skry³ v
skryæ v
skrzecz V
skrzep V
skrzep³ v
skrzesz V
skrzy v
skrzycz V
skrzyj V
skrzyp V
skrzysz v
skrzyw V
skrzywd¼ V
skrzy³ v
skrzyæ v
skrz± v
skrzê v
skrêæ V
skrój V
skróæ V
skub V
skudl V
skuj V
skul V
skup V
skurcz V
skurw V
skurz V
sku³ v
sku¶ V
skuæ v
skwarz V
skwa¶ V
skwiercz V
sk±d p
sk±dci¶ u
sk±din±d u
sk±dkolwiek u
sk±d¶ p
sk±d¿e u
sk±p V
sk³acz V
sk³am V
sk³oñ V
sk³êb V
sk³óæ V
smal V
smarcz V
sma¿ V
smokcz V
smol V
smrod¼ V
smród¼ V
smu¿ V
smuæ V
smêæ V
snad¼ u
snuj V
snu³ v
snuæ v
sn± v
sn±³ v
sn±æ v
snê v
sob± u
sobie u
spacz V
spad³ v
spal V
sparz V
spastw V
spas³ v
spa³ v
spa¶ V
spa¶æ v
spaæ v
spañszcz V
sperl V
spesz V
spe³z³ v
spe³ñ V
spichæ V
spiec v
spiecz V
spiek³ v
spieprz V
spierz V
spierzch³ v
spiesz V
spie¶æ V
spieñ V
spij V
spisz V
spi±³ v
spi±æ v
spi³ v
spiæ v
spiêtrz V
splam V
sple¶æ v
spleæ V
spluñ V
splót³ v
spod p
spode u
spolszcz V
spomiêdzy u
sponad u
spoza u
spo¶ród u
spoæ V
spraw V
sprawd¼ V
spra³ v
spraæ v
spro¶ V
spruj V
spru³ v
spruæ v
sprzed p
sprzykrz V
sprz±c v
sprz±d³ v
sprz±d¼ V
sprz±g³ v
sprz±¶æ v
sprz±¿ V
sprzêd¼ V
sprzêg³ v
sprê¿ V
sprósz V
spsia³ v
spsiej V
spsieæ v
spsoæ V
spuch³ v
spu¶æ V
spyl V
sp³acz V
sp³aszcz V
sp³aw V
sp³aæ V
sp³osz V
sp³oñ V
sp³ucz V
sp³yæ V
sp³yñ V
sp³ód¼ V
spêcz V
spêd¼ V
spój V
spójrz V
sra v
sraj V
sram v
srasz v
sra³ v
sraæ v
srebrz V
ssa³ v
ssaæ v
ssie v
ssiesz v
ssij V
ss± v
ssê v
staj V
stamt±d u
starcz V
star³ v
staszcz V
staw 1
sta³ v
staæ v
stañ V
stchórz V
stercz V
stlij V
stlisz v
stli³ v
stliæ v
stl± v
stlê v
stocz V
stop V
sto¿ V
strap V
strasz V
straw V
straæ V
stre¶æ V
strop V
strosz V
stroñ V
strud¼ V
struj V
stru³ v
stru¿ V
struæ v
strwoñ V
strwó¿ V
strzec v
strzeg³ v
strzel V
strzep V
strze¿ V
strzyc v
strzyg³ v
strzy¿ V
strz±s³ v
strz±¶ V
strz±¶æ v
strzêp V
strzê¶ V
str±b V
str±æ V
strêcz V
strój V
stud¼ V
stul V
sturcz V
stwierd¼ V
stwórz V
styg³ v
st±d U
st³am¶ V
st³ocz V
st³uc v
st³ucz V
st³uk³ v
st³um V
stêch³ v
stêp V
stê¿ V
stój V
stó¿ V
susz V
suñ V
swój u
swojego u
swojemu u
swoim u
swoimi u
swoich u
swarz V
swêd¼ V
sycz V
syf V
syp V
syæ V
szad¼ V
szam V
szarp V
szcza v
szczaj V
szczam v
szczasz v
szcza³ v
szczaæ v
szczep V
szczerb V
szczerz V
szczeñ V
szczuj V
szczu³ v
szczuæ v
szczy v
szczyj V
szczyp V
szczysz v
szczyæ V
szcz± v
szczê v
szczêd¼ V
szczê¶æ V
szed³ v
szemrz V
szepcz V
szerz V
szklij V
szklisz v
szkliw V
szkli³ v
szkliæ v
szkl± v
szklê v
szkoda u
szkod¼ V
szkol V
szmaæ V
szmirz V
szpeæ V
szyd¼ V
szyj V
szy³ v
szyæ v
sz³a v
sz³am v
sz³a¶ v
sz³o v
sz³y v
s± v
s±cz V
s±d¼ V
s³ab³ v
s³aw V
s³a³ v
s³aæ v
s³od¼ V
s³u¿ V
s³ychaæ u
s³ysz V
s³yñ V
s³ód¼ V
sêp V
taj V
tak u
tako¿ u
tam u
tamci u
tamte u
tamten u
tamta u
tamtych u
tamtym u
tamtymi u
tam¿e u
tar³ v
taszcz V
tañcz V
tchnie v
tchniesz v
tchnij V
tchn± v
tchn±³ v
tchn±æ v
tchnê v
tchórz V
tedy u
tej r
ten r
ta r
t± r
tê r
tak¿e u
temu u
tym r
teraz u
te¿ u
tka v
tkaj V
tkam v
tkasz v
tka³ v
tkaæ v
tknie v
tkniesz v
tknij V
tkn± v
tkn±³ v
tkn±æ v
tknê v
tkwij V
tkwisz v
tkwi± v
tkwi³ v
tkwiæ v
tkwiê v
tla³ v
tlej V
tleæ v
tleñ V
tlij V
tlisz v
tli³ v
tliæ v
tl± v
tlê v
tnij V
tnie v
to rh
tobie u
tob± u
tocz V
top V
tote¿ u
to¿ u
toæ u
toñ V
traf V
trap V
traw V
traæ V
tref V
trocz V
trop V
troszcz V
trud¼ V
truj V
tru³ v
truæ v
trwa v
trwaj V
trwam v
trwasz v
trwa³ v
trwaæ v
trwoñ V
trwó¿ V
trzas³ v
trze v
trzeb V
trzeba u
trzeba¿ u
trzep V
trzesz v
trzeszcz V
trze¼w V
trzeæ v
trznia v
trzniaj V
trzniam v
trzniasz v
trznia³ v
trzniaæ v
trz±s³ v
trz±¶ V
trz±¶æ v
trzê¶ V
tr± v
tr±b V
tr±æ V
trê v
trój V
tu u
tucz V
tudzie¿ u
tul V
tup V
turcz V
tusz V
tutaj u
tu¿ u
twierd¼ V
twórz V
ty r
tycz V
tyj V
tylko u
tyrp V
ty³ v
tyæ v
t±p V
t³am¶ V
t³ocz V
t³uc v
t³ucz V
t³uk³ v
t³um V
t³u¶æ V
têch³ v
têp V
tê¿ V
u p
ucz V
ujd¼ V
uj¶æ v
ultra u
vel u
wab V
wad¼ V
wal V
walcz V
wam r
wami u
warcz V
warz V
was Rh
wa³cz V
wa¿ V
wbiec v
wbieg³ v
wbij V
wbi³ v
wbiæ v
wbrew p
wchod¼ V
wchrzañ V
wch³oñ V
wciec v
wciek³ v
wciel V
wciosz V
wci±³ v
wci±æ v
wczep V
wczuj V
wczu³ v
wczuæ v
wda v
wdaj V
wdam v
wdar³ v
wdasz v
wda³ v
wdaæ v
wdepcz V
wdrap V
wdr±¿ V
wdrób V
wdró¿ V
wdu¶ V
wdzia³ v
wdziaæ v
wdziej V
wdziêcz V
we p
wedle u
wed³ug u
wejd¼ V
wej¶æ v
wespó³ u
wewn±trz u
we¼ V
weñ u
wgap V
wgi±³ v
wgi±æ v
wgnie¶æ v
wgnieæ V
wgniót³ v
wgoñ V
wgra v
wgraj V
wgram v
wgrasz v
wgra³ v
wgraæ v
wgryz³ v
wgry¼ V
wgry¼æ v
wg³êb V
wiadomo u
wia³ v
wiaæ v
wichrz V
widaæ u
wid¼ V
wie v
wiedz V
wiej V
wielb V
wielce¶my 3
wielce¶cie 3
wiem v
wierz V
wieræ V
wiesz v
wieszcz V
wietrz V
wie¶æ 1
wie¼ V
wie¼æ v
wieñcz V
wij V
wilg³ v
wioñ V
wi±d³ v
wi±z³ v
wi±¿ V
wi³ v
wi¶ V
wiæ v
wiêc u
wiê¼ V
wiñ V
wiód³ v
wióz³ v
wjeb V
wjed¼ V
wklej V
wklep V
wklucz V
wkl±s³ v
wklês³ v
wkop V
wko³o u
wkrad³ v
wkraj V
wkra¶æ v
wkre¶l V
wkrocz V
wkrop V
wkropl V
wkrêæ V
wkrój V
wkuj V
wkul V
wkup V
wkurw V
wkurz V
wku³ v
wkuæ v
wk³uj V
wk³u³ v
wk³uæ v
wlaz³ v
wla³ v
wlaæ v
wlec v
wlecz V
wlej V
wlek³ v
wlep V
wle¼ V
wle¼æ v
wleæ V
wlicz V
wlók³ v
wmarszcz V
wmarz³ v
wmie¶ V
wmie¶æ v
wmieæ V
wmiót³ v
wmu¶ V
wmyj V
wmy³ v
wmy¶l V
wmyæ v
wmów V
wnerw V
wnet p
wnie¶ V
wnie¶æ v
wnijd¼ V
wnij¶æ v
wniwecz u
wniós³ v
wno¶ V
wnurz V
wnêæ V
wobec u
woko³o u
wokó³ u
wolno u
wo¼ V
wpad³ v
wpar³ v
wpatrz V
wpa¶æ v
wpe³z³ v
wpieprz V
wpierw u
wpieñ V
wpij V
wpisz V
wpi±³ v
wpi±æ v
wpi³ v
wpiæ v
wple¶æ v
wpleæ V
wplót³ v
wpraw V
wpro¶ V
wprz±c v
wprz±d³ v
wprz±d¼ V
wprz±g³ v
wprz±¶æ v
wprz±¿ V
wprzêd¼ V
wprzêg³ v
wpu¶æ V
wp³aæ V
wp³ucz V
wp³yñ V
wpêd¼ V
wpój V
wpó³ u
wraz u
wra¼ V
wrod¼ V
wryj V
wryp V
wry³ v
wryæ v
wrza³ v
wrze v
wrzep V
wrzesz v
wrzeszcz V
wrze¼b V
wrzeæ v
wrzuæ V
wr± v
wr±b V
wrê v
wrêb V
wrêcz V
wrób V
wród¼ V
wrós³ v
wró¶æ v
wró¿ V
wróæ V
wsad¼ V
wschod¼ V
wsiad³ v
wsia³ v
wsiaæ v
wsiej V
wsi±d¼ V
wsi±k³ v
wsi±¶æ v
wska¿ V
wskocz V
wskro¶ u
wskrze¶ V
wskutek u
wsnuj V
wsnu³ v
wsnuæ v
wspar³ v
wspieñ V
wspi±³ v
wspi±æ v
wsp³oñ V
wstaw V
wsta³ v
wstaæ v
wstecz u
wstrzel V
wstyd¼ V
wst±p V
wsuñ V
wsyp V
wszak u
wszam V
wszczep V
wszcznie v
wszczniesz v
wszcznij V
wszczn± v
wszcznê v
wszcz±³ v
wszcz±æ v
wszed³ v
wszepcz V
wszyj V
wszy³ v
wszyæ v
ws±cz V
ws³aw V
wtar³ v
wtaszcz V
wtedy u
wtem u
wtocz V
wtop V
wtryñ V
wtr±b V
wtr±æ V
wtrój V
wtul V
wt³ocz V
wt³uc v
wt³ucz V
wt³uk³ v
wtórz V
wwal V
wwia³ v
wwiaæ v
wwiej V
wwieræ V
wwie¶æ v
wwie¼ V
wwie¼æ v
wwi±¿ V
wwiód³ v
wwióz³ v
wwlec v
wwlecz V
wwlek³ v
wwlók³ v
wwo¼ V
wwód¼ V
wwó¼ V
wy r
wyj V
wyjd¼ V
wyj¶æ v
wy³ v
wyæ v
wzbij V
wzbi³ v
wzbiæ v
wzbroñ V
wzbud¼ V
wzburz V
wzd±³ v
wzd±æ v
wzd³u¿ u
wzejd¼ V
wzej¶æ v
wzgard¼ V
wzi±³ v
wzi±æ v
wzleæ V
wzmóc v
wzmóg³ v
wzmó¿ V
wznie¶ V
wznie¶æ v
wznieæ V
wzniós³ v
wzno¶ V
wznów V
wzrusz V
wzrós³ v
wzró¶æ v
wzuj V
wzu³ v
wzuæ v
w±tp V
w³am V
w³a¼ V
w³up V
w³±cz V
w³ócz V
w³ó¿ V
w¶cib V
w¶ciec v
w¶ciek³ v
w¶ciub V
w¶lep V
w¶ród u
w¿ar³ v
w¿dy u
w¿eñ V
w¿yj V
w¿y³ v
w¿yæ v
w¿±³ v
w¿±æ v
wêd¼ V
wêsz V
wód¼ V
wól V
wó¼ V
za p
zajd¼ V
zaj¶æ v
zali u
zamiast u
zanim u
zarówno u
zatem u
za¶ u
zañ u
zbaw V
zbañcz V
zbecz V
zbe³cz V
zbiec v
zbieg³ v
zbie¶ V
